,TF,Target
0,4,305
1,4,1083
2,4,897
3,4,982
4,4,422
5,4,1582
6,4,328
7,4,1342
8,4,1180
9,4,1168
10,4,1565
11,4,544
12,4,1474
13,4,1116
14,4,27
15,4,1587
16,4,1206
17,4,405
18,4,123
19,4,719
20,4,490
21,4,875
22,4,642
23,4,1023
24,4,1341
25,4,814
26,4,609
27,4,1539
28,4,432
29,4,1085
30,4,831
31,4,1208
32,4,829
33,4,308
34,4,1276
35,4,599
36,4,986
37,4,1368
38,4,1173
39,4,59
40,4,1288
41,4,366
42,4,261
43,4,619
44,4,650
45,4,1563
46,4,745
47,4,1155
48,4,32
49,4,1534
50,4,199
51,4,999
52,4,1409
53,4,14
54,4,775
55,4,594
56,4,394
57,4,726
58,4,393
59,4,473
60,4,1313
61,4,861
62,4,1306
63,4,1111
64,4,883
65,4,778
66,4,567
67,4,1240
68,4,135
69,4,513
70,4,106
71,4,1404
72,4,113
73,4,1488
74,4,63
75,4,1559
76,4,360
77,4,1210
78,4,1460
79,4,1573
80,4,137
81,4,458
82,4,203
83,4,1542
84,4,1504
85,4,1277
86,4,181
87,4,400
88,4,1258
89,4,1480
90,4,819
91,4,479
92,4,626
93,4,1145
94,4,1157
95,4,193
96,4,799
97,4,648
98,4,1472
99,4,1038
100,4,784
101,4,1497
102,4,1222
103,4,39
104,4,1261
105,4,956
106,4,173
107,4,443
108,4,508
109,4,1608
110,4,1554
111,4,464
112,4,899
113,4,1330
114,4,970
115,4,925
116,4,381
117,4,1115
118,4,612
119,4,1151
120,4,968
121,4,384
122,4,174
123,4,1264
124,4,1017
125,4,13
126,4,258
127,4,441
128,4,1316
129,4,994
130,4,1149
131,4,1291
132,4,511
133,4,1213
134,4,985
135,4,314
136,4,1287
137,4,248
138,4,89
139,4,955
140,4,852
141,4,692
142,4,1523
143,4,751
144,4,304
145,4,663
146,4,1603
147,4,624
148,4,1477
149,4,535
150,4,313
151,4,191
152,4,1473
153,4,1057
154,4,528
155,4,48
156,4,233
157,4,492
158,4,919
159,4,748
160,4,931
161,4,809
162,4,628
163,4,1394
164,4,1469
165,4,906
166,4,978
167,4,1390
168,4,1510
169,4,1466
170,4,827
171,4,294
172,4,284
173,4,96
174,4,262
175,4,570
176,4,1242
177,4,549
178,4,368
179,4,247
180,4,580
181,4,1561
182,4,1388
183,4,1006
184,4,1246
185,4,1042
186,4,681
187,4,1174
188,4,215
189,4,848
190,4,320
191,4,465
192,4,1521
193,4,1188
194,4,611
195,4,958
196,4,510
197,4,522
198,4,597
199,4,1541
200,4,140
201,4,211
202,4,1455
203,4,834
204,4,125
205,4,1096
206,4,1183
207,4,674
208,4,152
209,4,1239
210,4,1397
211,4,411
212,4,1496
213,4,1583
214,4,930
215,4,849
216,4,1263
217,4,1283
218,4,229
219,4,1169
220,4,1489
221,4,235
222,4,324
223,4,1281
224,4,1568
225,4,429
226,4,862
227,4,388
228,4,855
229,4,167
230,4,345
231,4,520
232,4,234
233,4,1502
234,4,1508
235,4,355
236,4,391
237,4,469
238,4,630
239,4,415
240,4,1344
241,4,51
242,4,1026
243,4,886
244,4,1132
245,4,1247
246,4,316
247,4,1070
248,4,1468
249,4,659
250,4,1405
251,4,788
252,4,828
253,4,942
254,4,1572
255,4,1063
256,4,892
257,4,905
258,4,753
259,4,934
260,4,941
261,4,889
262,4,35
263,4,1374
264,4,445
265,4,607
266,4,329
267,4,1556
268,4,1366
269,4,660
270,4,1447
271,4,349
272,4,175
273,4,830
274,4,1231
275,4,1553
276,4,1179
277,4,610
278,4,171
279,4,821
280,4,1014
281,4,903
282,4,287
283,4,31
284,4,41
285,4,932
286,4,147
287,4,710
288,4,641
289,4,1010
290,4,1025
291,4,1399
292,4,224
293,4,312
294,4,268
295,4,288
296,4,708
297,4,1527
298,4,752
299,4,375
300,4,951
301,4,644
302,4,208
303,4,459
304,4,398
305,4,428
306,4,457
307,4,379
308,4,201
309,4,872
310,4,1324
311,4,625
312,4,376
313,4,75
314,4,808
315,4,200
316,4,80
317,4,890
318,4,1462
319,4,478
320,4,91
321,4,115
322,4,434
323,4,1101
324,4,1253
325,4,1326
326,4,131
327,4,454
328,4,1323
329,4,988
330,4,98
331,4,1236
332,4,1125
333,4,616
334,4,850
335,4,295
336,4,105
337,4,868
338,4,1255
339,4,1487
340,4,1202
