,TF,Target
0,51,470
1,51,1018
2,51,1360
3,51,1292
4,51,304
5,51,503
6,51,379
7,51,540
8,51,1190
9,51,389
10,51,7
11,51,763
12,51,373
13,51,757
14,51,714
15,51,1361
16,51,454
17,51,557
18,51,795
19,51,1099
20,51,464
21,51,1091
22,51,1160
23,51,758
24,51,1242
25,51,238
26,51,1340
27,51,29
28,51,1164
29,51,986
30,51,281
31,51,910
32,51,1062
33,51,876
34,51,1205
35,51,131
36,51,502
37,51,1397
38,51,841
39,51,437
40,51,666
41,51,1333
42,51,751
43,51,839
44,51,1359
45,51,1399
46,51,943
47,51,1395
48,51,319
49,51,556
50,51,867
51,51,71
52,51,718
53,51,173
54,51,1243
55,51,1364
56,51,748
57,51,1282
58,51,1336
59,51,262
60,51,1401
61,51,987
62,51,1349
63,51,439
64,51,1157
65,51,32
66,51,353
67,51,868
68,51,1386
69,51,361
70,51,1274
71,51,386
72,51,1335
73,51,800
74,51,186
75,51,509
76,51,1114
77,51,135
78,51,913
79,51,117
80,51,423
81,51,125
82,51,430
83,51,326
84,51,77
85,51,266
86,51,499
87,51,901
88,51,1387
89,51,257
90,51,272
91,51,138
92,51,771
93,51,1094
94,51,803
95,51,450
96,51,433
97,51,160
98,51,477
99,51,761
100,51,330
101,51,663
102,51,697
103,51,234
104,51,96
105,51,412
106,51,309
107,51,171
108,51,506
109,51,1417
110,51,1374
111,51,796
112,51,1421
113,51,730
114,51,1286
115,51,582
116,51,774
117,51,738
118,51,40
119,51,1156
120,51,331
121,51,934
122,51,720
123,51,156
124,51,949
125,51,402
126,51,1411
127,51,1405
128,51,567
129,51,871
130,51,1324
131,51,1182
132,51,1356
133,51,551
134,51,786
135,51,919
136,51,969
137,51,158
138,51,1151
139,51,1121
140,51,6
141,51,760
142,51,558
143,51,1187
144,51,1193
145,51,777
146,51,897
147,51,735
148,51,1418
149,51,444
150,51,1189
151,51,225
152,51,98
153,51,1209
154,51,953
155,51,410
156,51,325
157,51,802
158,51,261
159,51,1052
160,51,343
161,51,766
162,51,1346
163,51,886
164,51,268
165,51,169
166,51,1283
167,51,1001
168,51,381
169,51,49
170,51,209
171,51,601
172,51,819
173,51,318
174,51,409
175,51,670
176,51,1433
177,51,997
178,51,1015
179,51,948
180,51,578
181,51,511
182,51,1238
183,51,1085
184,51,1377
185,51,1413
186,51,772
187,51,254
188,51,248
189,51,102
190,51,239
191,51,1414
192,51,1357
193,51,692
194,51,310
195,51,224
196,51,1089
197,51,1320
198,51,1262
199,51,956
200,51,363
201,51,1093
202,51,537
203,51,937
204,51,631
205,51,1126
206,51,198
207,51,790
208,51,277
209,51,1024
210,51,525
211,51,1048
212,51,1075
213,51,914
214,51,1440
215,51,467
216,51,528
217,51,732
218,51,142
219,51,194
220,51,791
221,51,836
222,51,132
223,51,797
224,51,952
225,51,1178
226,51,628
227,51,147
228,51,1208
229,51,429
230,51,1344
231,51,333
232,51,1317
233,51,1169
234,51,906
235,51,1329
236,51,1233
237,51,630
238,51,208
239,51,572
240,51,1049
241,51,212
242,51,278
243,51,1185
244,51,625
245,51,350
246,51,636
247,51,322
248,51,1217
249,51,152
250,51,295
251,51,1256
252,51,436
253,51,211
254,51,1365
255,51,1375
256,51,299
257,51,324
258,51,1343
259,51,660
260,51,339
261,51,1221
262,51,55
263,51,1153
264,51,1042
265,51,1138
266,51,276
267,51,1010
268,51,872
269,51,1402
270,51,1419
