,TF,Target
0,43,186
1,43,405
2,43,58
3,43,366
4,43,889
5,43,91
6,43,119
7,43,899
8,43,300
9,43,858
10,43,534
11,43,380
12,43,105
13,43,655
14,43,211
15,43,612
16,43,132
17,43,117
18,43,47
19,43,219
20,43,498
21,43,592
22,43,856
23,43,157
24,43,85
25,43,94
26,43,525
27,43,815
28,43,340
29,43,120
30,43,905
31,43,741
32,43,423
33,43,620
34,43,548
35,43,828
36,43,515
37,43,57
38,43,38
39,43,697
40,43,136
41,43,249
42,43,37
43,43,571
44,43,173
45,43,618
46,43,163
47,43,435
48,43,357
49,43,305
50,43,296
51,43,869
52,43,185
53,43,632
54,43,406
55,43,728
56,43,8
57,43,594
58,43,384
59,43,16
60,43,402
61,43,583
62,43,182
63,43,499
64,43,270
65,43,373
66,43,519
67,43,336
68,43,39
69,43,165
70,43,333
71,43,79
72,43,567
73,43,685
74,43,312
75,43,716
76,43,495
77,43,225
78,43,191
79,43,809
80,43,721
81,43,590
82,43,455
83,43,408
84,43,205
85,43,30
86,43,833
87,43,576
88,43,284
89,43,894
90,43,636
91,43,661
92,43,483
93,43,295
94,43,41
95,43,144
96,43,25
97,43,166
98,43,562
99,43,607
100,43,631
101,43,722
102,43,429
103,43,866
104,43,591
105,43,293
106,43,135
107,43,209
108,43,842
109,43,468
110,43,900
111,43,263
112,43,749
113,43,779
114,43,276
115,43,177
116,43,374
117,43,236
118,43,829
119,43,812
120,43,610
121,43,517
122,43,746
123,43,824
124,43,4
125,43,425
126,43,84
127,43,45
128,43,124
129,43,801
130,43,723
131,43,839
132,43,376
133,43,7
134,43,550
135,43,399
136,43,142
137,43,174
138,43,850
139,43,907
140,43,581
141,43,638
142,43,743
143,43,901
144,43,49
145,43,491
146,43,585
147,43,69
148,43,582
149,43,489
150,43,226
151,43,717
152,43,542
153,43,264
154,43,777
155,43,168
156,43,641
157,43,539
158,43,212
159,43,175
160,43,167
161,43,909
162,43,727
163,43,237
164,43,450
165,43,771
166,43,235
167,43,208
168,43,145
169,43,840
170,43,338
171,43,827
172,43,202
173,43,323
174,43,651
175,43,744
176,43,169
177,43,692
178,43,864
179,43,183
180,43,601
181,43,526
182,43,403
183,43,656
184,43,643
185,43,382
186,43,569
187,43,701
188,43,476
189,43,204
190,43,153
191,43,108
192,43,86
193,43,114
194,43,760
195,43,649
196,43,155
197,43,107
198,43,20
199,43,770
200,43,447
201,43,754
202,43,627
203,43,361
204,43,383
205,43,896
206,43,439
207,43,691
208,43,193
209,43,417
210,43,317
211,43,897
212,43,392
213,43,502
214,43,490
215,43,885
216,43,279
217,43,487
218,43,577
219,43,364
220,43,325
221,43,845
222,43,753
223,43,260
224,43,401
225,43,246
226,43,412
227,43,814
228,43,803
229,43,625
230,43,269
231,43,189
232,43,381
233,43,742
234,43,230
235,43,248
236,43,420
237,43,288
238,43,33
239,43,665
240,43,710
241,43,88
242,43,804
243,43,528
244,43,740
245,43,888
246,43,102
247,43,122
248,43,411
249,43,469
250,43,190
251,43,634
252,43,699
253,43,65
254,43,349
255,43,874
256,43,123
257,43,558
258,43,605
259,43,231
260,43,471
261,43,438
262,43,698
263,43,836
264,43,817
265,43,679
266,43,400
267,43,472
268,43,232
269,43,546
270,43,184
271,43,370
272,43,767
273,43,253
274,43,761
275,43,372
276,43,535
277,43,171
278,43,834
279,43,311
280,43,71
281,43,156
282,43,481
283,43,404
284,43,268
285,43,530
286,43,521
287,43,463
288,43,315
289,43,321
290,43,377
291,43,597
292,43,445
293,43,602
294,43,24
295,43,368
296,43,500
297,43,427
298,43,867
299,43,891
300,43,255
301,43,467
302,43,671
303,43,385
304,43,73
305,43,431
306,43,574
307,43,422
308,43,884
309,43,331
310,43,787
311,43,683
312,43,494
313,43,267
314,43,63
315,43,564
316,43,371
317,43,838
318,43,437
319,43,652
320,43,77
321,43,23
322,43,857
323,43,188
324,43,44
325,43,170
326,43,522
327,43,13
328,43,675
329,43,159
330,43,363
331,43,297
332,43,224
333,43,22
334,43,290
335,43,790
336,43,265
337,43,442
338,43,553
339,43,21
340,43,464
341,43,648
342,43,221
343,43,292
344,43,811
345,43,718
346,43,310
347,43,410
348,43,563
349,43,285
350,43,904
351,43,793
352,43,763
353,43,782
354,43,452
355,43,341
356,43,36
357,43,589
358,43,121
359,43,358
360,43,503
361,43,540
362,43,860
363,43,389
364,43,101
365,43,565
366,43,762
367,43,886
368,43,659
369,43,684
370,43,434
371,43,133
372,43,566
373,43,516
374,43,0
375,43,658
376,43,419
377,43,800
378,43,653
379,43,457
380,43,750
381,43,876
382,43,251
383,43,223
384,43,391
385,43,60
386,43,282
387,43,734
388,43,677
389,43,690
390,43,506
391,43,737
392,43,892
393,43,908
394,43,210
395,43,222
396,43,12
397,43,673
398,43,529
399,43,67
400,43,378
401,43,151
402,43,451
403,43,216
404,43,111
405,43,291
406,43,785
407,43,281
408,43,719
409,43,523
410,43,593
411,43,220
412,43,841
