,TF,Target
0,14,12
1,14,195
2,14,238
3,14,395
4,14,7
5,14,167
6,14,241
7,14,369
8,14,234
9,14,162
10,14,451
11,14,330
12,14,554
13,14,353
14,14,385
15,14,417
16,14,27
17,14,393
18,14,257
19,14,510
20,14,201
21,14,270
22,14,159
23,14,384
24,14,178
25,14,164
26,14,465
27,14,55
28,14,34
29,14,166
30,14,457
31,14,214
32,14,293
33,14,256
34,14,383
35,14,243
36,14,8
37,14,117
38,14,154
39,14,202
40,14,522
41,14,414
42,14,253
43,14,283
44,14,49
45,14,225
46,14,70
47,14,553
48,14,32
49,14,479
50,14,144
51,14,3
52,14,432
53,14,380
54,14,26
55,14,351
56,14,239
57,14,183
58,14,483
59,14,42
60,14,211
61,14,206
62,14,423
63,14,145
64,14,230
65,14,337
66,14,453
67,14,371
68,14,326
69,14,517
70,14,438
71,14,462
72,14,281
73,14,323
74,14,410
75,14,151
76,14,392
77,14,123
78,14,91
79,14,488
80,14,99
81,14,21
82,14,318
83,14,524
84,14,472
85,14,251
86,14,203
87,14,477
88,14,108
89,14,61
90,14,78
91,14,505
92,14,491
93,14,260
94,14,288
95,14,0
96,14,374
97,14,396
98,14,523
99,14,111
100,14,507
101,14,147
102,14,373
103,14,398
104,14,305
105,14,300
106,14,2
107,14,499
108,14,487
109,14,120
110,14,224
111,14,347
112,14,309
113,14,549
114,14,420
115,14,512
116,14,79
117,14,250
118,14,509
119,14,161
120,14,456
121,14,400
122,14,376
123,14,119
124,14,275
125,14,114
126,14,360
127,14,131
128,14,331
129,14,280
130,14,354
131,14,216
132,14,76
133,14,317
134,14,23
135,14,59
136,14,97
137,14,282
138,14,328
139,14,304
140,14,511
141,14,367
142,14,278
143,14,513
144,14,95
145,14,364
146,14,356
147,14,109
148,14,158
149,14,10
150,14,500
151,14,192
152,14,329
153,14,102
154,14,558
155,14,334
156,14,482
157,14,146
158,14,345
159,14,46
160,14,60
161,14,9
162,14,247
163,14,489
164,14,210
165,14,368
166,14,525
167,14,57
168,14,35
169,14,83
170,14,274
171,14,261
172,14,163
173,14,535
174,14,169
175,14,15
176,14,182
177,14,160
178,14,84
179,14,412
180,14,531
181,14,363
182,14,69
183,14,519
184,14,17
185,14,346
186,14,29
187,14,473
188,14,217
189,14,301
190,14,498
191,14,484
192,14,492
193,14,227
194,14,415
195,14,478
196,14,533
197,14,409
198,14,302
199,14,542
200,14,470
201,14,85
202,14,440
203,14,540
204,14,107
205,14,86
206,14,229
207,14,30
208,14,299
209,14,82
210,14,365
211,14,343
212,14,39
213,14,387
214,14,213
215,14,390
216,14,189
217,14,149
218,14,262
219,14,508
220,14,424
221,14,264
222,14,51
223,14,445
224,14,67
225,14,375
226,14,444
227,71,365
228,71,396
229,71,535
230,71,55
231,71,11
232,71,291
233,71,360
234,71,478
235,71,139
236,71,395
237,71,161
238,71,531
239,71,130
240,71,93
241,71,77
242,71,462
243,71,549
244,71,91
245,71,307
246,71,215
247,71,485
248,71,195
249,71,49
250,71,47
251,71,525
252,71,246
253,71,117
254,71,399
255,71,279
256,71,520
257,71,228
258,71,202
259,71,83
260,71,138
261,71,524
262,71,558
263,71,526
264,71,470
265,71,73
266,71,529
267,71,221
268,71,299
269,71,132
270,71,339
271,71,259
272,71,241
273,71,323
274,71,122
275,71,216
276,71,554
277,71,537
278,71,283
279,71,198
280,71,280
281,71,331
282,71,12
283,71,408
284,71,311
285,71,184
286,71,414
287,71,236
288,71,516
289,71,401
290,71,284
291,71,391
292,71,397
293,71,134
294,71,362
295,71,225
296,71,543
297,71,500
298,71,472
299,71,523
300,71,404
301,71,417
302,71,183
303,71,496
304,71,357
305,71,330
306,71,173
307,71,39
308,71,424
309,71,7
310,71,353
311,71,230
312,71,76
313,71,392
314,71,94
315,71,262
316,71,140
317,71,275
318,71,229
319,71,466
320,71,504
321,71,186
322,71,102
323,71,196
324,71,376
325,71,250
326,71,336
327,71,255
328,71,145
329,71,20
330,71,197
331,71,81
332,71,400
333,71,149
334,71,248
335,71,162
336,71,295
337,71,257
338,71,345
339,71,201
340,71,298
341,71,412
342,71,191
343,71,505
344,71,344
345,71,66
346,71,477
347,71,115
348,71,68
349,71,402
350,71,106
351,71,533
352,71,8
353,71,347
354,71,343
355,71,84
356,71,238
357,71,243
358,71,63
359,71,318
360,71,528
361,71,495
362,71,390
363,71,409
364,71,405
365,74,190
366,74,330
367,74,315
368,74,539
369,74,449
370,74,288
371,74,0
372,74,262
373,74,136
374,74,457
375,74,212
376,74,367
377,74,59
378,74,545
379,74,108
380,74,146
381,74,277
382,74,333
383,74,67
384,74,309
385,74,339
386,74,408
387,74,223
388,74,401
389,74,285
390,74,377
391,74,371
392,74,256
393,74,128
394,74,148
395,74,221
396,74,164
397,74,188
398,74,154
