,TF,Target
0,65,586
1,65,180
2,65,221
3,65,322
4,65,566
5,65,472
6,65,244
7,65,387
8,65,531
9,65,799
10,65,351
11,65,399
12,65,20
13,65,419
14,65,547
15,65,679
16,65,282
17,65,327
18,65,303
19,65,156
20,65,179
21,65,304
22,65,434
23,65,790
24,65,53
25,65,442
26,65,56
27,65,169
28,65,771
29,65,746
30,65,490
31,65,674
32,65,638
33,65,388
34,65,529
35,65,354
36,65,383
37,65,331
38,65,779
39,65,800
40,65,199
41,161,589
42,161,170
43,161,770
44,161,557
45,161,286
46,161,423
47,161,397
48,161,215
49,161,561
50,161,394
51,161,630
52,161,453
53,161,374
54,161,583
55,161,788
56,161,612
57,161,248
58,161,553
59,161,666
60,161,482
61,161,129
62,161,709
63,161,87
64,161,253
65,161,668
66,161,802
67,161,577
68,161,221
69,161,767
70,161,275
71,161,499
72,161,282
73,161,368
74,161,336
75,161,312
76,161,740
77,161,367
78,161,73
79,161,333
80,161,550
81,161,502
82,161,48
83,161,704
84,161,179
85,161,613
86,161,625
87,161,28
88,161,466
89,161,4
90,167,92
91,167,738
92,167,786
93,167,304
94,167,129
95,167,49
96,167,754
97,167,366
98,167,402
99,167,655
100,167,734
101,167,241
102,167,702
103,167,743
104,167,679
105,167,529
106,167,628
107,167,599
108,167,337
109,167,518
110,167,447
111,167,69
112,167,8
113,167,349
114,167,268
115,167,549
116,167,309
117,167,448
118,167,556
119,167,725
120,167,355
121,167,371
122,167,240
123,167,165
124,167,681
125,167,438
126,167,113
127,167,318
128,167,311
129,167,789
130,167,115
131,167,526
132,167,181
133,167,691
134,167,698
135,168,22
136,168,608
137,222,241
138,222,273
139,222,588
140,222,568
141,222,503
142,222,390
143,222,638
144,222,231
145,222,377
146,222,690
147,222,736
148,222,789
149,222,329
150,222,169
151,222,434
152,222,159
153,222,659
154,222,644
155,222,99
156,222,800
157,222,533
158,222,516
159,222,731
160,222,441
161,222,570
162,222,199
163,222,180
164,222,246
165,222,593
166,222,490
167,222,788
168,222,465
169,222,333
170,222,492
171,222,566
172,222,444
173,222,722
174,222,192
175,222,612
176,222,34
177,222,739
178,222,654
179,222,561
180,222,354
181,222,608
182,222,529
183,222,437
184,222,77
185,222,650
186,222,269
187,222,532
188,222,738
189,222,678
190,222,458
191,222,520
192,222,728
193,446,743
194,446,702
195,446,29
196,446,679
197,446,438
198,492,161
199,492,603
200,492,481
201,492,760
202,492,65
203,492,127
204,492,613
205,492,217
206,492,714
207,492,743
208,492,622
209,492,399
210,492,282
211,492,58
212,492,813
213,492,314
214,492,283
215,492,186
216,492,142
217,492,738
218,492,819
219,492,269
220,492,761
221,492,233
222,492,259
223,492,28
224,492,759
225,492,638
226,492,388
227,515,27
228,515,649
229,520,406
230,520,743
231,520,349
232,520,304
233,520,81
234,520,82
235,520,3
236,520,206
237,520,612
238,520,614
239,520,295
240,520,299
241,520,129
242,520,559
243,520,443
244,520,357
245,520,157
246,520,158
247,520,632
248,520,280
249,520,273
250,520,603
251,520,318
252,520,398
253,520,771
254,520,470
255,520,691
256,520,86
257,520,580
258,520,4
259,520,399
260,520,122
261,520,118
262,520,762
263,520,127
264,520,591
265,520,186
266,520,394
267,520,817
268,520,249
269,520,42
270,520,578
271,520,563
272,520,23
273,520,638
274,520,262
275,520,695
276,520,792
277,520,455
278,520,446
279,520,728
280,520,187
281,520,431
282,520,202
283,520,80
284,520,87
285,520,741
286,520,793
287,520,664
288,520,670
289,520,643
290,520,221
291,520,438
292,520,518
293,520,606
294,520,539
295,520,482
296,520,540
297,520,376
298,520,790
299,520,159
300,520,523
301,520,582
302,520,711
303,520,505
304,520,141
305,520,731
306,520,0
307,520,600
308,521,29
309,560,535
310,560,570
311,560,22
312,560,0
313,560,282
314,560,399
315,560,553
316,560,352
317,560,84
318,560,743
319,560,495
320,560,52
321,560,460
322,560,528
323,560,723
324,560,60
325,560,613
326,560,32
327,560,453
328,560,318
329,560,398
330,560,185
331,560,187
332,560,571
333,560,565
334,560,434
335,560,738
336,560,269
337,560,674
338,560,523
339,560,15
340,560,82
341,560,129
342,560,299
343,560,649
344,560,119
345,560,692
346,597,442
347,597,147
348,597,368
349,597,640
350,597,410
351,597,603
352,597,670
353,597,318
354,597,203
355,597,280
356,597,192
357,597,484
358,597,220
359,597,144
360,597,652
361,597,255
362,597,241
363,597,448
364,619,215
365,619,718
366,619,131
367,619,280
368,619,550
369,619,743
370,619,577
371,619,434
372,619,492
373,619,133
374,619,788
375,619,482
376,619,314
377,619,802
378,619,149
379,619,99
380,619,614
381,619,810
382,619,684
383,619,105
384,619,397
385,619,283
386,619,43
387,619,28
388,619,466
389,619,355
390,619,728
391,619,53
392,619,269
393,619,490
394,619,625
395,619,441
396,619,706
397,619,237
398,619,82
399,619,464
400,619,630
401,619,559
402,619,691
403,619,557
404,619,453
405,619,651
406,619,723
407,619,446
408,619,386
409,619,740
410,619,561
411,620,676
412,620,585
413,620,643
414,620,723
415,630,726
416,664,41
417,664,357
418,719,274
419,719,370
420,719,141
421,719,734
422,719,87
423,719,644
424,719,326
425,719,791
426,719,194
427,719,66
428,719,750
429,719,582
430,719,630
431,719,311
432,719,416
433,719,612
434,719,305
435,719,209
436,719,291
437,719,776
438,719,603
439,719,746
440,719,567
441,719,263
442,719,412
443,719,371
444,719,2
445,719,721
446,719,181
447,719,177
448,719,738
449,719,51
450,719,171
451,719,594
452,719,228
453,719,28
454,719,677
455,719,254
456,719,52
457,719,321
458,719,664
459,719,472
460,719,701
461,719,702
462,719,332
463,719,653
464,719,55
465,719,238
466,719,69
467,719,59
468,719,221
469,719,538
470,719,387
471,719,551
472,719,451
473,719,785
474,719,490
475,719,287
476,719,150
477,719,692
478,719,442
479,719,647
480,719,275
481,719,770
482,719,41
483,719,521
484,719,62
485,719,346
486,719,163
487,719,729
488,719,627
489,719,491
490,719,568
491,719,344
492,719,29
493,719,557
494,719,655
495,719,230
496,719,139
