,TF,Target
0,0,276
1,0,185
2,12,44
3,12,381
4,12,231
5,12,247
6,12,347
7,12,121
8,12,207
9,12,304
10,12,9
11,12,284
12,12,117
13,12,484
14,12,287
15,12,135
16,12,28
17,12,19
18,12,125
19,12,2
20,12,293
21,12,619
22,12,244
23,12,407
24,12,29
25,12,82
26,12,141
27,12,235
28,12,199
29,12,439
30,12,195
31,12,576
32,12,382
33,12,69
34,12,442
35,12,218
36,12,230
37,12,72
38,12,64
39,12,224
40,12,300
41,12,420
42,12,452
43,12,434
44,12,360
45,12,550
46,12,129
47,12,217
48,12,345
49,12,164
50,12,395
51,12,625
52,12,256
53,12,518
54,12,313
55,12,361
56,12,535
57,12,128
58,12,478
59,12,268
60,12,290
61,12,599
62,12,494
63,12,75
64,12,122
65,12,402
66,12,140
67,12,426
68,12,493
69,12,73
70,12,505
71,12,232
72,12,538
73,12,132
74,12,469
75,12,569
76,12,70
77,12,49
78,12,500
79,12,554
80,12,472
81,12,266
82,12,21
83,12,120
84,12,113
85,12,530
86,12,603
87,12,608
88,12,81
89,12,551
90,12,22
91,12,574
92,12,34
93,12,631
94,12,25
95,12,100
96,12,513
97,12,14
98,12,498
99,12,473
100,12,355
101,12,0
102,12,620
103,12,369
104,12,101
105,12,618
106,12,601
107,12,114
108,12,405
109,12,614
110,12,124
111,12,115
112,12,555
113,12,490
114,12,94
115,12,102
116,12,283
117,12,145
118,12,50
119,12,328
120,12,416
121,12,271
122,12,208
123,12,537
124,12,598
125,12,297
126,12,219
127,12,58
128,12,65
129,12,506
130,12,544
131,12,552
132,12,451
133,12,359
134,12,20
135,12,118
136,12,611
137,12,629
138,12,384
139,12,254
140,12,517
141,12,521
142,12,60
143,12,56
144,12,589
145,12,123
146,12,24
147,12,3
148,12,446
149,12,514
150,12,435
151,12,1
152,12,104
153,12,119
154,80,371
155,80,323
156,80,490
157,80,333
158,83,526
159,83,312
160,83,276
161,83,481
162,83,380
163,83,509
164,83,400
165,83,141
166,83,80
167,83,318
168,83,532
169,83,160
170,83,475
171,83,323
172,83,391
173,83,226
174,83,313
175,83,514
176,83,87
177,83,179
178,83,14
179,83,266
180,83,283
181,83,343
182,83,281
183,83,186
184,83,78
185,83,341
186,83,493
187,83,406
188,83,582
189,83,184
190,83,623
191,83,544
192,83,208
193,83,166
194,83,248
195,83,297
196,83,522
197,83,458
198,83,207
199,83,371
200,83,398
201,83,278
202,83,474
203,83,0
204,83,77
205,83,273
206,83,142
207,83,611
208,83,182
209,83,583
210,83,255
211,83,39
212,83,228
213,83,499
214,83,473
215,83,376
216,83,140
217,83,508
218,83,200
219,83,452
220,83,521
221,83,322
222,83,629
223,83,436
224,83,364
225,83,465
226,83,154
227,83,353
228,83,28
229,83,214
230,83,427
231,83,340
232,83,134
233,83,307
234,83,30
235,83,21
236,83,372
237,83,185
238,83,349
239,83,545
240,83,274
241,83,308
242,83,222
243,83,390
244,83,13
245,83,535
246,83,488
247,83,146
248,83,138
249,83,25
250,83,464
251,83,457
252,83,433
253,83,213
254,83,563
255,83,101
256,83,540
257,83,610
258,83,512
259,83,70
260,83,560
261,83,61
262,83,564
263,83,246
264,83,131
265,83,592
266,83,126
267,83,12
268,83,596
269,83,367
270,83,18
271,83,356
272,83,227
273,96,496
274,96,545
275,96,500
276,96,86
277,96,64
278,96,95
279,96,61
280,96,222
281,96,274
282,96,437
283,96,219
284,96,114
285,96,270
286,96,129
287,96,518
288,96,586
289,96,40
290,96,53
291,96,513
292,96,106
293,96,381
294,96,612
295,96,519
296,96,579
297,96,588
298,96,124
299,96,252
300,96,626
301,96,343
302,96,527
303,96,318
304,96,563
305,96,180
306,96,43
307,96,168
308,96,315
309,96,358
310,96,321
311,96,198
312,96,323
313,96,183
314,96,196
315,96,599
316,96,208
317,96,5
318,96,539
319,96,469
320,96,481
321,96,12
322,96,245
323,96,590
324,96,410
325,96,516
326,96,465
327,96,146
328,96,462
329,96,550
330,96,84
331,96,250
332,96,74
333,96,29
334,96,388
335,96,98
336,96,562
337,96,473
338,96,548
339,96,589
340,96,595
341,96,556
342,96,425
343,96,514
344,96,332
345,96,294
346,96,182
347,96,141
348,96,424
349,96,529
350,96,282
351,96,602
352,96,603
353,96,407
354,96,125
355,96,189
356,96,24
357,96,515
358,96,328
359,96,13
360,96,364
361,96,132
362,96,443
363,96,142
364,96,82
365,96,97
366,96,35
367,96,187
368,96,109
369,96,417
370,96,149
371,96,533
372,96,601
373,96,339
374,96,402
375,96,617
376,96,158
377,96,120
378,96,435
379,96,341
380,96,628
381,96,161
382,96,374
383,96,77
384,96,239
385,96,467
386,96,287
387,96,117
388,96,485
389,96,311
390,96,544
391,96,261
392,96,171
393,96,362
394,96,226
395,96,569
396,96,243
397,96,340
398,96,19
399,96,78
400,96,163
401,96,331
402,96,391
403,96,528
404,96,560
405,96,395
406,96,474
407,96,309
408,96,251
409,96,18
410,96,248
411,96,157
412,96,205
413,96,147
414,96,136
415,96,273
416,96,476
417,96,33
418,96,123
419,96,436
420,96,441
421,96,217
422,96,256
423,96,482
424,96,131
425,96,511
426,96,561
427,96,27
428,96,42
429,96,166
430,96,281
431,96,9
432,96,327
433,96,360
434,96,597
435,96,108
436,96,491
437,96,490
438,96,195
439,96,293
440,96,359
441,96,254
442,96,507
443,96,244
444,96,508
445,96,421
446,96,91
447,96,7
448,96,464
449,96,357
450,96,295
451,96,445
452,96,394
453,96,538
454,96,370
455,96,58
456,96,55
457,96,201
458,96,541
459,96,167
460,96,526
461,96,397
462,96,21
463,96,277
464,96,427
465,96,573
466,96,432
467,96,54
468,96,503
469,96,283
470,96,480
471,96,115
472,96,335
473,96,386
474,96,584
475,96,506
476,96,546
477,96,36
478,96,505
479,96,6
480,96,249
481,96,37
482,96,342
483,96,118
484,96,121
485,96,31
486,96,608
487,96,301
488,96,200
489,96,426
490,96,492
491,96,414
492,96,1
493,96,302
494,96,577
495,96,144
496,96,271
497,96,288
498,96,215
499,96,433
500,96,361
501,96,498
502,96,458
503,96,535
504,96,23
505,96,524
506,96,160
507,96,543
508,96,521
509,96,116
510,96,66
511,96,70
512,96,218
513,96,207
514,96,430
515,96,367
516,96,128
517,96,627
518,96,352
519,96,347
520,96,258
521,96,174
522,96,423
523,96,304
524,96,353
525,96,186
526,96,34
527,96,291
528,96,346
529,96,501
530,96,418
531,96,504
532,96,422
533,96,177
534,96,576
535,96,434
536,96,145
537,96,234
538,96,4
539,96,228
540,96,330
541,96,598
542,96,372
543,96,79
544,96,559
545,96,623
546,96,92
547,96,162
548,96,107
549,96,76
550,96,71
551,96,150
552,96,51
553,96,609
554,96,457
555,96,193
556,96,156
557,96,279
558,96,235
559,96,363
560,96,493
561,96,17
562,96,405
563,96,413
564,96,324
565,96,299
566,96,494
567,96,354
568,96,62
569,96,153
570,96,50
571,96,348
572,96,368
573,96,616
574,96,489
575,96,257
576,96,552
577,96,378
578,96,557
579,96,596
580,96,459
581,96,102
582,96,520
583,96,555
584,96,190
585,96,75
586,96,179
587,96,93
588,96,56
589,96,530
590,96,262
591,96,373
592,96,41
593,96,549
594,96,3
595,96,2
596,96,227
597,96,338
598,96,113
599,96,580
600,96,517
601,96,345
602,96,83
603,96,232
604,96,452
605,96,326
606,96,300
607,96,456
608,96,610
609,96,127
610,96,173
611,96,272
612,96,621
613,96,192
614,96,14
615,96,25
616,96,240
617,96,90
618,96,44
619,96,268
620,96,564
621,96,540
622,96,488
623,96,255
624,96,63
625,96,317
626,96,344
627,96,439
628,96,377
629,96,260
630,96,587
631,96,478
632,96,607
633,96,151
634,96,81
635,96,312
636,96,486
637,125,324
638,125,242
639,125,580
640,125,70
641,125,501
642,125,467
643,125,287
644,125,280
645,125,387
646,125,629
647,125,165
648,125,57
649,125,210
650,125,377
651,125,470
652,125,551
653,125,406
654,125,370
655,125,335
656,125,75
657,125,495
658,125,26
659,125,128
660,125,157
661,125,608
662,125,214
663,125,556
664,125,119
665,125,111
666,125,190
667,125,167
668,125,545
669,125,476
670,125,444
671,125,303
672,125,548
673,125,423
674,125,595
675,125,279
676,125,610
677,125,19
678,125,511
679,125,494
680,125,84
681,125,513
682,125,396
683,125,431
684,125,521
685,125,251
686,125,512
687,125,232
688,125,43
689,125,17
690,125,65
691,125,64
692,125,37
693,125,10
694,125,196
695,125,584
696,125,605
697,125,583
698,125,466
699,125,631
700,125,192
701,125,225
702,125,326
703,125,609
704,125,469
705,125,602
706,125,421
707,125,73
708,125,519
709,125,170
710,125,462
711,125,131
712,125,120
713,125,381
714,125,109
715,125,58
716,125,617
717,125,526
718,125,83
719,125,291
720,125,487
721,125,418
722,125,278
723,125,98
724,125,355
725,125,106
726,125,23
727,125,626
728,125,342
729,125,416
730,125,5
731,125,408
732,125,130
733,125,31
734,125,518
735,125,36
736,125,524
737,125,185
738,125,362
739,125,373
740,125,552
741,125,402
742,125,451
743,125,439
744,125,91
745,125,32
746,125,121
747,125,562
748,125,463
749,125,208
750,125,588
751,125,95
752,125,596
753,125,361
754,125,267
755,125,93
756,125,79
757,125,262
758,125,42
759,125,168
760,125,549
761,125,136
762,125,514
763,125,496
764,125,576
765,125,364
766,125,88
767,125,271
768,125,435
769,125,118
770,125,478
771,125,384
772,125,320
773,125,139
774,125,354
775,125,392
776,125,239
777,125,586
778,125,53
779,125,372
780,125,80
781,125,55
782,125,104
783,125,379
784,125,448
785,125,436
786,125,234
787,125,589
788,125,399
789,125,155
790,125,13
791,125,508
792,125,108
793,125,323
794,125,616
795,125,217
796,125,386
797,125,129
798,125,369
799,125,375
800,125,558
801,125,413
802,125,94
803,125,240
804,125,238
805,125,76
806,125,332
807,125,407
808,125,338
809,125,20
810,125,312
811,125,592
812,125,395
813,125,201
814,125,62
815,125,69
816,125,368
817,125,164
818,125,615
819,125,321
820,125,516
821,125,339
822,125,294
823,125,250
824,125,60
825,125,627
826,125,507
827,125,102
828,125,66
829,125,533
830,125,401
831,125,502
832,125,233
833,125,161
834,125,275
835,125,117
836,125,301
837,125,187
838,125,273
839,125,82
840,125,286
841,125,575
842,125,543
843,125,428
844,125,101
845,125,577
846,125,12
847,125,498
848,125,560
849,125,34
850,125,461
851,125,468
852,125,219
853,125,282
854,125,517
855,125,599
856,125,571
857,125,268
858,125,389
859,125,30
860,125,544
861,125,479
862,125,433
863,125,318
864,125,489
865,125,465
866,125,345
867,125,348
868,125,331
869,125,261
870,125,200
871,125,77
872,125,329
873,125,330
874,125,163
875,125,425
876,125,409
877,125,172
878,125,540
879,125,353
880,125,215
881,125,341
882,125,255
883,125,598
884,125,191
885,125,140
886,125,194
887,125,177
888,125,100
889,125,319
890,125,464
891,125,4
892,125,199
893,125,340
894,125,231
895,125,537
896,125,44
897,125,9
898,125,391
899,125,224
900,125,569
901,125,554
902,125,446
903,125,539
904,125,567
905,125,6
906,125,132
907,125,506
908,125,166
909,125,304
910,125,352
911,125,449
912,125,504
913,125,594
914,125,209
915,125,71
916,125,3
917,125,226
918,125,198
919,125,440
920,125,367
921,125,472
922,125,557
923,125,189
924,125,180
925,125,356
926,125,110
927,125,184
928,125,284
929,125,411
930,125,555
931,125,438
932,125,277
933,125,573
934,125,175
935,125,193
936,125,229
937,145,620
938,145,15
939,145,232
940,145,603
941,145,160
942,145,516
943,145,61
944,145,81
945,145,66
946,145,631
947,145,522
948,145,126
949,145,245
950,145,387
951,145,242
952,145,451
953,145,94
954,145,511
955,145,593
956,145,53
957,145,314
958,145,591
959,145,626
960,145,288
961,145,19
962,145,616
963,145,354
964,145,365
965,145,153
966,145,551
967,145,287
968,145,274
969,145,21
970,145,628
971,145,238
972,145,103
973,145,575
974,145,107
975,145,599
976,145,108
977,145,578
978,145,129
979,145,405
980,145,330
981,145,10
982,145,26
983,145,199
984,145,345
985,145,151
986,145,193
987,145,618
988,145,71
989,145,70
990,145,528
991,145,296
992,145,508
993,145,140
994,145,243
995,145,452
996,145,449
997,145,175
998,145,244
999,145,554
1000,145,507
1001,145,503
1002,145,553
1003,145,217
1004,145,192
1005,145,457
1006,145,584
1007,145,40
1008,145,93
1009,145,152
1010,145,428
1011,145,325
1012,145,611
1013,145,426
1014,145,312
1015,145,432
1016,145,506
1017,145,294
1018,145,113
1019,145,415
1020,145,13
1021,145,297
1022,145,7
1023,145,605
1024,145,286
1025,145,386
1026,145,252
1027,145,541
1028,145,106
1029,145,559
1030,145,414
1031,145,27
1032,145,278
1033,145,430
1034,145,423
1035,145,25
1036,145,30
1037,145,31
1038,145,328
1039,145,501
1040,145,601
1041,145,174
1042,145,624
1043,145,134
1044,145,335
1045,145,437
1046,145,589
1047,145,306
1048,145,417
1049,145,250
1050,145,4
1051,145,235
1052,145,273
1053,145,320
1054,145,198
1055,145,73
1056,145,489
1057,145,18
1058,145,41
1059,145,291
1060,145,530
1061,145,543
1062,145,164
1063,145,205
1064,145,408
1065,145,544
1066,145,492
1067,145,498
1068,145,24
1069,145,96
1070,145,564
1071,145,261
1072,145,12
1073,145,136
1074,145,444
1075,145,390
1076,145,592
1077,145,150
1078,145,139
1079,145,323
1080,145,459
1081,145,156
1082,145,119
1083,145,505
1084,145,17
1085,145,480
1086,145,82
1087,145,384
1088,145,166
1089,145,211
1090,145,299
1091,145,5
1092,145,155
1093,150,392
1094,150,37
1095,150,559
1096,150,181
1097,150,304
1098,150,365
1099,150,566
1100,150,211
1101,150,515
1102,150,411
1103,150,450
1104,150,602
1105,150,605
1106,150,229
1107,150,176
1108,150,541
1109,150,271
1110,150,108
1111,150,552
1112,150,239
1113,150,217
1114,150,244
1115,150,196
1116,150,198
1117,150,208
1118,150,46
1119,150,410
1120,150,494
1121,150,609
1122,150,481
1123,150,325
1124,150,51
1125,150,315
1126,150,344
1127,150,337
1128,150,500
1129,150,109
1130,150,6
1131,150,610
1132,150,433
1133,150,225
1134,150,377
1135,150,478
1136,150,397
1137,150,347
1138,150,445
1139,150,351
1140,150,246
1141,150,145
1142,150,245
1143,150,556
1144,150,135
1145,150,333
1146,150,232
1147,150,394
1148,150,231
1149,150,166
1150,150,428
1151,150,584
1152,150,40
1153,150,469
1154,150,557
1155,150,343
1156,150,323
1157,150,617
1158,150,33
1159,150,110
1160,150,402
1161,150,457
1162,150,512
1163,150,440
1164,150,499
1165,150,89
1166,150,17
1167,150,247
1168,150,281
1169,150,331
1170,150,486
1171,150,158
1172,150,386
1173,150,354
1174,150,601
1175,150,458
1176,150,273
1177,150,189
1178,150,200
1179,150,308
1180,150,513
1181,150,487
1182,150,207
1183,150,424
1184,150,159
1185,150,128
1186,150,224
1187,150,630
1188,150,626
1189,150,432
1190,150,118
1191,150,565
1192,150,288
1193,150,235
1194,150,423
1195,150,533
1196,150,548
1197,150,143
1198,150,156
1199,150,367
1200,150,598
1201,150,129
1202,150,203
1203,150,493
1204,150,326
1205,150,197
