,TF,Target
0,2,623
1,2,680
2,2,1174
3,2,496
4,2,67
5,2,808
6,2,1119
7,2,555
8,2,495
9,2,719
10,2,1111
11,2,167
12,2,539
13,2,861
14,2,481
15,2,1199
16,2,616
17,2,700
18,2,751
19,2,769
20,2,50
21,2,1196
22,2,502
23,2,876
24,2,1091
25,2,127
26,2,305
27,2,1088
28,2,15
29,2,629
30,2,964
31,2,408
32,2,194
33,2,133
34,2,62
35,2,1012
36,2,832
37,2,473
38,2,767
39,2,1010
40,2,609
41,2,250
42,2,857
43,2,647
44,2,308
45,2,684
46,2,907
47,2,949
48,2,466
49,2,17
50,2,484
51,2,784
52,2,240
53,2,1035
54,2,105
55,2,503
56,2,840
57,2,562
58,2,306
59,2,927
60,2,1051
61,2,313
62,2,511
63,2,981
64,2,462
65,2,809
66,2,521
67,2,795
68,2,339
69,2,676
70,2,269
71,2,681
72,2,635
73,2,321
74,2,1103
75,2,1003
76,2,712
77,2,257
78,2,909
79,2,74
80,2,682
81,2,523
82,2,201
83,2,284
84,2,656
85,2,441
86,2,188
87,2,587
88,2,300
89,2,253
90,2,92
91,2,1096
92,2,1181
93,2,479
94,2,1098
95,2,53
96,2,170
97,2,88
98,2,551
99,2,1024
100,2,848
101,2,828
102,2,1156
103,2,486
104,2,801
105,2,446
106,2,330
107,2,295
108,2,159
109,2,438
110,2,444
111,2,157
112,2,283
113,2,762
114,2,787
115,2,1162
116,2,471
117,2,384
118,2,976
119,2,1159
120,2,177
121,2,883
122,2,1101
123,2,244
124,2,222
125,2,245
126,2,191
127,2,783
128,2,367
129,2,412
130,2,1105
131,2,501
132,2,791
133,2,37
134,2,1021
135,2,717
136,2,507
137,2,533
138,2,1163
139,2,73
140,2,707
141,2,697
142,2,124
143,2,14
144,2,372
145,2,893
146,2,1032
147,2,508
148,2,199
149,2,1201
150,2,285
151,2,477
152,2,1092
153,2,945
154,2,817
155,2,819
156,2,225
157,2,480
158,2,1173
159,2,939
160,2,116
161,2,354
162,2,860
163,2,193
164,2,866
165,2,633
166,2,299
167,2,796
168,2,220
169,2,1104
170,2,463
171,2,1070
172,2,877
173,2,535
174,2,591
175,2,326
176,2,754
177,2,96
178,2,936
179,2,558
180,2,369
181,2,875
182,2,276
183,2,829
184,2,460
185,2,1172
186,2,814
187,2,670
188,2,322
189,2,1130
190,2,918
191,2,338
192,2,1177
193,2,1136
194,2,714
195,2,248
196,2,980
197,2,36
198,2,99
199,2,884
200,2,307
201,2,675
202,2,7
203,2,1170
204,2,429
205,2,874
206,2,275
207,2,870
208,2,26
209,2,6
210,2,825
211,2,667
212,2,846
213,2,529
214,2,781
215,2,5
216,2,1093
217,2,1037
218,2,1016
219,2,292
220,2,855
221,2,34
222,2,937
223,2,988
224,2,1066
225,2,713
226,2,990
227,2,336
228,2,406
229,2,119
230,2,1036
231,2,59
232,2,957
233,2,409
234,2,943
235,2,451
236,2,410
237,2,432
238,2,891
239,2,1001
240,2,864
241,2,514
242,2,934
243,2,935
244,2,1160
245,2,1046
246,2,52
247,2,664
248,2,1146
249,2,983
250,2,810
251,2,491
252,2,287
253,2,1132
254,2,60
255,2,143
256,2,140
257,2,352
258,2,277
259,2,142
260,2,764
261,2,165
262,2,166
263,2,710
264,2,415
265,2,187
266,2,258
267,2,1121
268,2,1110
269,2,1147
270,2,102
271,2,30
272,2,401
273,2,1165
274,2,599
275,2,232
276,2,1169
277,2,459
278,2,775
279,2,868
280,2,565
281,2,1109
282,2,212
283,2,247
284,2,908
285,2,804
286,2,164
287,2,748
288,2,992
289,2,333
290,2,933
291,2,941
292,2,741
293,2,888
294,2,849
295,2,950
296,2,97
297,2,318
298,2,958
299,2,474
300,2,732
301,2,22
302,2,890
303,2,739
304,2,1145
305,2,631
306,2,1108
307,2,984
308,2,345
309,2,1167
310,2,997
311,2,743
312,2,765
313,2,953
314,2,46
315,2,90
316,2,1176
317,2,601
318,2,210
319,2,853
320,2,612
321,2,845
322,2,400
323,2,970
324,2,115
325,2,962
326,2,963
327,2,388
328,2,1069
329,2,1047
330,2,54
331,2,440
332,2,813
333,2,663
334,2,916
335,2,1187
336,2,1112
337,2,169
338,2,217
339,2,1038
340,2,1134
341,2,263
342,2,334
343,2,109
344,2,360
345,2,556
346,2,805
347,2,756
348,2,718
349,2,513
350,2,604
351,2,223
352,2,738
353,2,1045
354,2,1113
355,2,1139
356,2,301
357,2,1053
358,2,735
359,2,282
360,2,152
361,2,316
362,2,622
363,2,487
364,2,644
365,2,1054
366,2,1052
367,2,260
368,2,132
369,2,798
370,2,794
371,2,878
372,2,760
373,2,1064
374,2,44
375,2,461
376,2,1189
377,2,1100
378,2,800
379,2,173
380,2,1188
381,2,545
382,2,947
383,2,598
384,2,930
385,2,960
386,2,583
387,2,76
388,2,112
389,2,702
390,2,81
391,2,69
392,2,1067
393,2,370
394,2,1004
395,2,914
396,2,724
397,2,924
398,2,852
399,2,1089
400,2,198
401,2,121
402,2,520
403,2,811
404,2,123
405,2,427
406,2,1044
407,2,314
408,2,766
409,2,174
410,2,397
411,2,125
412,2,239
413,2,207
414,2,426
415,2,85
416,2,183
417,2,290
418,2,467
419,2,755
420,2,1138
421,2,185
422,2,209
423,2,596
424,2,312
425,2,228
426,2,643
427,2,28
428,2,831
429,2,359
430,2,856
431,2,925
432,2,172
433,2,843
434,2,686
435,2,669
436,2,929
437,2,242
438,2,968
439,2,1180
440,2,839
441,2,773
442,2,413
443,2,898
444,2,706
445,2,1178
446,2,261
447,2,580
448,2,650
449,2,379
450,2,375
451,2,500
452,2,1102
453,2,347
454,2,19
455,2,645
456,2,246
457,2,1193
458,2,335
459,2,431
460,2,178
461,2,101
462,2,158
463,2,658
464,2,542
465,2,572
466,2,541
467,2,834
468,2,184
469,2,91
470,2,179
471,2,895
472,2,772
473,2,792
474,2,390
475,2,1190
476,2,337
477,2,87
478,2,991
479,2,559
480,2,380
481,2,492
482,2,621
483,2,241
484,2,1072
485,2,582
486,2,639
487,2,153
488,2,777
489,2,16
490,2,25
491,2,788
492,2,79
493,2,1087
494,2,475
495,2,365
496,2,862
497,2,265
498,2,847
499,2,120
500,2,168
501,2,146
502,2,154
503,2,516
504,2,100
505,2,1149
506,2,56
507,2,196
508,2,464
509,2,740
510,2,368
511,2,624
512,2,448
513,2,534
514,2,254
515,2,610
516,2,238
517,2,252
518,2,519
519,2,998
520,2,353
521,2,197
522,2,657
523,2,722
524,2,824
525,2,49
526,2,9
527,2,268
528,2,63
529,2,1063
530,2,1000
531,2,71
532,2,715
533,2,1041
534,2,1085
535,2,65
536,2,510
537,2,488
538,2,344
539,2,859
540,2,932
541,2,161
542,2,858
543,2,948
544,2,150
545,2,889
546,2,311
547,2,531
548,2,1025
549,2,1166
550,2,1095
551,2,319
552,2,678
553,2,1158
554,2,144
555,2,1073
556,2,297
557,2,841
558,2,1015
559,2,416
560,2,1019
561,2,1140
562,2,716
563,2,761
564,2,0
565,2,628
566,2,8
567,2,942
568,2,137
569,2,227
570,2,51
571,2,108
572,2,454
573,2,882
574,2,546
575,2,31
576,2,362
577,2,586
578,2,1040
579,2,1125
580,2,666
581,2,835
582,2,469
583,2,1061
584,2,961
585,2,386
586,2,901
587,2,328
588,2,442
589,2,557
590,2,744
591,2,590
592,2,720
593,2,315
594,2,83
595,2,554
596,2,867
597,2,349
598,2,331
599,2,29
600,2,404
601,2,1008
602,2,1071
603,2,1117
604,2,708
605,2,1097
606,2,447
607,2,482
608,2,685
609,2,433
610,2,233
611,2,673
612,2,579
613,2,620
614,2,758
615,2,504
616,2,77
617,2,294
618,2,938
619,2,779
620,2,1200
621,2,1107
622,2,1048
623,9,143
624,9,1189
625,9,1185
626,9,898
627,9,1128
628,9,1197
629,9,1155
630,9,1024
631,9,329
632,9,1200
633,9,118
634,9,280
635,9,699
636,9,973
637,9,109
638,9,102
639,9,692
640,9,57
641,9,646
642,9,928
643,9,650
644,9,1038
645,9,1072
646,9,844
647,9,228
648,9,105
649,9,428
650,9,563
651,9,576
652,9,959
653,9,759
654,9,969
655,9,275
656,9,420
657,9,776
658,9,289
659,9,421
660,9,552
661,9,854
662,9,1026
663,9,1156
664,9,989
665,9,935
666,9,460
667,9,743
668,9,187
669,9,896
670,9,958
671,9,1018
672,9,267
673,9,1085
674,9,170
675,9,637
676,9,344
677,9,1047
678,9,1044
679,9,848
680,9,97
681,9,819
682,9,181
683,9,631
684,9,979
685,9,524
686,9,1162
687,9,881
688,9,810
689,9,838
690,9,894
691,9,95
692,9,73
693,9,1159
694,9,1054
695,9,1150
696,9,663
697,9,1203
698,9,195
699,9,809
700,9,868
701,9,530
702,9,910
703,9,513
704,9,144
705,9,248
706,9,298
707,9,461
708,9,225
709,9,685
710,9,330
711,9,231
712,9,1087
713,9,1049
714,9,338
715,9,724
716,9,977
717,9,1113
718,9,183
719,9,779
720,9,274
721,9,622
722,9,444
723,9,33
724,9,396
725,9,941
726,9,664
727,9,119
728,9,91
729,9,1073
730,9,1012
731,9,490
732,9,906
733,9,484
734,9,899
735,9,876
736,9,859
737,9,85
738,9,1030
739,9,1053
740,9,942
741,9,712
742,9,466
743,9,13
744,9,1145
745,9,1029
746,9,416
747,9,661
748,9,855
749,9,708
750,9,737
751,9,620
752,9,683
753,9,907
754,9,165
755,9,1160
756,9,19
757,9,682
758,9,443
759,9,940
760,9,465
761,9,352
762,9,1187
763,9,25
764,9,451
765,9,986
766,9,488
767,9,372
768,9,469
769,9,1141
770,9,1016
771,9,58
772,9,269
773,9,1040
774,9,140
775,9,1
776,9,695
777,9,590
778,9,860
779,9,483
780,9,939
781,9,111
782,9,823
783,9,841
784,9,390
785,9,644
786,9,52
787,9,393
788,9,950
789,9,937
790,9,786
791,9,729
792,9,1015
793,9,639
794,9,437
795,9,908
796,9,1134
797,9,310
798,9,359
799,9,777
800,9,934
801,9,541
802,9,1104
803,9,645
804,9,408
805,9,468
806,9,1191
807,9,611
808,9,560
809,9,963
810,9,912
811,9,103
812,9,536
813,9,435
814,9,556
815,9,309
816,9,254
817,9,829
818,9,242
819,9,295
820,9,1168
821,9,23
822,9,94
823,9,472
824,9,833
825,9,50
826,9,621
827,9,733
828,9,686
829,9,246
830,9,1006
831,9,481
832,9,113
833,9,546
834,9,343
835,9,296
836,9,368
837,9,93
838,9,599
839,9,401
840,9,836
841,9,1102
842,9,407
843,9,361
844,9,77
845,9,643
846,9,981
847,9,201
848,9,121
849,9,1123
850,9,1082
851,9,255
852,9,209
853,9,491
854,9,336
855,9,575
856,9,641
857,9,655
858,9,134
859,9,31
860,9,76
861,9,897
862,9,918
863,9,137
864,9,1075
865,9,852
866,9,82
867,9,297
868,9,869
869,9,1080
870,9,158
871,9,508
872,9,107
873,9,100
874,9,122
875,9,427
876,9,687
877,9,1132
878,9,596
879,9,660
880,9,951
881,9,92
882,9,574
883,9,997
884,9,467
885,9,605
886,9,1171
887,9,1081
888,9,904
889,9,222
890,9,510
891,9,547
892,9,448
893,9,1126
894,9,731
895,9,1139
896,9,264
897,9,807
898,9,172
899,9,193
900,9,561
901,9,1194
902,9,487
903,9,825
904,9,168
905,9,191
906,9,542
907,9,704
908,9,1164
909,9,625
910,9,915
911,9,980
912,9,995
913,9,285
914,9,1001
915,9,492
916,9,283
917,9,609
918,9,635
919,9,1118
920,9,883
921,9,1050
922,9,120
923,9,61
924,9,789
925,9,931
926,9,723
927,9,447
928,9,1129
929,9,175
930,9,1119
931,9,889
932,9,44
933,9,74
934,9,1061
935,9,1133
936,9,272
937,9,970
938,9,1045
939,9,800
940,9,11
941,9,327
942,9,741
943,9,1086
944,9,1052
945,9,528
946,9,774
947,9,778
948,9,70
949,9,1034
950,9,751
951,9,718
952,9,619
953,9,194
954,9,504
955,9,1131
956,9,769
957,9,362
958,9,923
959,9,1008
960,9,155
961,9,700
962,9,314
963,9,42
964,9,821
965,9,463
966,9,186
967,9,595
968,9,257
969,9,212
970,9,353
971,9,888
972,9,870
973,9,830
974,9,384
975,9,403
976,9,893
977,9,36
978,9,758
979,9,1076
980,9,351
981,9,824
982,9,828
983,9,987
984,9,1143
985,9,632
986,9,1114
987,9,602
988,9,669
989,9,1182
990,9,948
991,9,1178
992,9,150
993,9,3
994,9,816
995,9,63
996,9,202
997,9,570
998,9,850
999,9,840
1000,9,1137
1001,9,265
1002,9,1165
1003,9,276
1004,9,347
1005,9,301
1006,9,81
1007,9,333
1008,9,1005
1009,9,553
1010,9,417
1011,9,149
1012,9,886
1013,9,926
1014,9,293
1015,9,818
1016,9,400
1017,9,636
1018,9,924
1019,9,873
1020,9,746
1021,9,2
1022,9,757
1023,9,30
1024,9,714
1025,9,548
1026,9,473
1027,9,130
1028,9,675
1029,9,157
1030,9,726
1031,9,920
1032,9,366
1033,9,474
1034,9,642
1035,9,921
1036,9,952
1037,9,813
1038,9,877
1039,9,227
1040,9,1148
1041,9,604
1042,9,1035
1043,9,299
1044,9,1176
1045,9,792
1046,9,900
1047,9,454
1048,9,192
1049,9,744
1050,9,532
1051,9,340
1052,9,583
1053,9,75
1054,9,281
1055,9,1051
1056,9,1121
1057,9,680
1058,9,509
1059,9,142
1060,9,785
1061,9,1063
1062,9,0
1063,9,884
1064,9,360
1065,9,598
1066,9,707
1067,9,268
1068,9,794
1069,9,710
1070,9,392
1071,9,564
1072,9,486
1073,9,115
1074,9,251
1075,9,775
1076,9,273
1077,9,317
1078,9,688
1079,9,716
1080,9,608
1081,9,381
1082,9,1011
1083,9,580
1084,9,1039
1085,9,706
1086,9,198
1087,9,1023
1088,9,180
1089,9,523
1090,9,501
1091,9,996
1092,9,71
1093,9,394
1094,9,232
1095,9,966
1096,9,628
1097,9,453
1098,9,348
1099,9,203
1100,9,518
1101,9,885
1102,9,887
1103,9,279
1104,9,581
1105,9,5
1106,9,54
1107,9,1103
1108,9,1048
1109,9,167
1110,9,554
1111,9,210
1112,9,305
1113,9,984
1114,9,326
1115,9,151
1116,9,767
1117,9,266
1118,9,648
1119,9,791
1120,9,1084
1121,9,240
1122,9,258
1123,9,703
1124,9,230
1125,9,1138
1126,9,148
1127,9,562
1128,9,291
1129,9,319
1130,9,911
1131,9,947
1132,9,1032
1133,9,659
1134,9,320
1135,9,233
1136,9,976
1137,9,376
1138,9,311
1139,9,802
1140,9,244
1141,9,1099
1142,9,445
1143,9,62
1144,9,124
1145,9,834
1146,9,968
1147,9,185
1148,9,1101
1149,9,684
1150,9,820
1151,9,302
1152,9,1064
1153,9,784
1154,9,849
1155,9,586
1156,9,533
1157,9,413
1158,9,1107
1159,9,127
1160,9,705
1161,9,822
1162,9,1017
1163,9,1010
1164,9,826
1165,9,345
1166,9,1120
1167,9,378
1168,9,629
1169,9,557
1170,9,750
1171,9,960
1172,9,512
1173,9,41
1174,9,294
1175,9,495
1176,9,780
1177,9,656
1178,9,1169
1179,9,56
1180,9,409
1181,9,866
1182,9,375
1183,9,1142
1184,9,1153
1185,9,252
1186,9,1157
1187,9,256
1188,9,773
1189,9,303
1190,9,673
1191,9,35
1192,9,287
1193,9,89
1194,9,615
1195,9,1013
1196,9,843
1197,9,389
1198,9,971
1199,9,321
1200,9,282
1201,9,1097
1202,9,755
1203,9,459
1204,9,1037
1205,9,476
1206,9,1078
1207,9,808
1208,9,651
1209,9,633
1210,9,1201
1211,9,772
1212,9,391
1213,9,342
1214,9,671
1215,9,160
1216,9,1036
1217,9,1167
1218,9,1091
1219,9,67
1220,9,880
1221,9,831
1222,9,412
1223,9,1170
1224,9,1188
1225,9,577
1226,9,612
1227,9,1070
1228,9,713
1229,9,98
1230,9,722
1231,9,243
1232,9,753
1233,9,482
1234,9,760
1235,9,766
1236,9,304
1237,9,578
1238,9,426
1239,9,1151
1240,9,623
1241,9,253
1242,9,112
1243,9,890
1244,9,909
1245,9,369
1246,9,944
1247,9,988
1248,9,388
1249,9,83
1250,9,184
1251,9,929
1252,9,1046
1253,9,397
1254,9,585
1255,9,334
1256,9,517
1257,9,177
1258,9,363
1259,9,173
1260,9,593
1261,9,247
1262,9,851
1263,9,872
1264,9,571
1265,9,1108
1266,9,1106
1267,9,156
1268,9,613
1269,9,1190
1270,9,764
1271,9,783
1272,9,153
1273,9,208
1274,9,914
1275,9,837
1276,9,962
1277,9,891
1278,9,1033
1279,9,68
1280,9,14
1281,9,715
1282,9,6
1283,9,905
1284,9,17
1285,9,806
1286,9,506
1287,9,520
1288,9,720
1289,9,1181
1290,9,239
1291,9,450
1292,9,696
1293,9,47
1294,9,983
1295,9,37
1296,9,229
1297,9,197
1298,9,1025
1299,9,1116
1300,9,551
1301,9,572
1302,9,734
1303,9,864
1304,9,489
1305,9,519
1306,9,1112
1307,9,385
1308,9,1122
1309,9,1105
1310,9,815
1311,9,87
1312,9,349
1313,9,1042
1314,9,79
1315,9,464
1316,9,20
1317,9,1173
1318,9,938
1319,9,903
1320,9,1088
1321,9,719
1322,9,245
1323,9,652
1324,9,367
1325,9,1009
1326,9,534
1327,9,502
1328,9,582
1329,9,135
1330,9,8
1331,9,739
1332,9,1007
1333,9,558
1334,9,431
1335,9,1067
1336,9,1066
1337,9,440
1338,9,434
1339,9,53
1340,9,377
1341,9,930
1342,9,249
1343,20,818
1344,20,222
1345,20,250
1346,20,980
1347,20,987
1348,20,777
1349,20,1196
1350,20,766
1351,20,916
1352,20,313
1353,20,524
1354,20,65
1355,20,405
1356,20,919
1357,64,433
1358,64,844
1359,64,385
1360,64,11
1361,64,370
1362,64,792
1363,64,137
1364,64,389
1365,64,99
1366,64,1109
1367,64,245
1368,64,1202
1369,64,809
1370,64,737
1371,64,841
1372,64,267
1373,64,20
1374,64,291
1375,64,1032
1376,64,625
1377,64,938
1378,64,926
1379,64,233
1380,64,41
1381,64,150
1382,64,1185
1383,64,1123
1384,64,335
1385,64,448
1386,64,296
1387,64,158
1388,64,1083
1389,64,811
1390,64,401
1391,64,1150
1392,64,602
1393,64,9
1394,64,71
1395,64,266
1396,64,273
1397,64,402
1398,64,762
1399,64,53
1400,64,280
1401,64,382
1402,64,636
1403,64,745
1404,64,1047
1405,64,1121
1406,64,297
1407,64,882
1408,64,292
1409,64,709
1410,64,887
1411,64,1184
1412,64,1009
1413,64,166
1414,64,916
1415,64,1024
1416,64,996
1417,64,766
1418,64,56
1419,64,1030
1420,64,960
1421,64,850
1422,64,227
1423,64,905
1424,64,815
1425,64,1012
1426,64,542
1427,64,853
1428,64,1142
1429,64,392
1430,64,697
1431,64,840
1432,64,367
1433,64,637
1434,64,37
1435,64,957
1436,64,1140
1437,64,856
1438,64,510
1439,64,81
1440,64,221
1441,64,592
1442,64,843
1443,64,941
1444,64,1041
1445,64,710
1446,64,268
1447,64,541
1448,64,987
1449,64,89
1450,64,679
1451,64,1070
1452,64,570
1453,64,1076
1454,64,579
